numero,nif,nome,tipo_entidade,deporte,web_modalidades,nome_especialidade,enderezo,direcion,codigo_postal,codigo_provincia,provincia,wikidata_provincias,codigo_concello,concello,wikidata_concellos,telefono1,telefono2,web,data_alta
C-12771,G32475964,GALAICA EVENTOS DO MOTOR,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,RUA DO OUTEIRO,RUA DO OUTEIRO,,32,Ourense,http://www.wikidata.org/entity/Q95038,32076,San Cristovo de Cea,http://www.wikidata.org/entity/Q1603760,616517780,616517780,,2016-10-10
C-00033,G36623346,MONTE REAL C. DE YATES,CLUB DEPORTIVO,sailing,http://www.wikidata.org/entity/Q14085739,,LUGAR RECINTO DEL PARADOR,LUGAR RECINTO DEL PARADOR,36300,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36003,Baiona,http://www.wikidata.org/entity/Q748867,986385000,986385000,WWW.MRCYB.COM,1983-11-15
C-13920,G94197241,FORCAREI MOTOR SPORT S.D.,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,CIRCUÍTO PERMANENTE KARTING,"CIRCUITO DE KARTING DA MAGDALENA, S/N",CIRCUITO DE KARTING DA MAGDALENA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36018,Forcarei,http://www.wikidata.org/entity/Q385667,676761011,,,2020-02-17
C-05116,G15569239,C. D. ROIS,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,LUGAR CAMPO DE FUTBOL. SEIRA,LUGAR CAMPO DE FUTBOL. SEIRA,15911,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15074,Rois,http://www.wikidata.org/entity/Q1442533,628326146,606631387,,1996-07-10
C-02900,G27137827,CLUB COLOMBOFILO AIRES DE LEMOS,CLUB DEPORTIVO,COLUMBÓFILA,,,"RAMON DEL VALLE INCLAN, 41",RAMON DEL VALLE INCLAN,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27031,Monforte de Lemos,http://www.wikidata.org/entity/Q818341,982402134,,,1991-01-08
C-13494,G27408012,CLUB TORNEO LOURENZÁ EN XOGO,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"PRAZA CONDE SANTO, S/N",PRAZA CONDE SANTO,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27027,Lourenzá,http://www.wikidata.org/entity/Q1447358,982121280,,,2008-02-25
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
C-12392,G27472596,ASOCIACION DEPORTIVA SALTO DO CORO,CLUB DEPORTIVO,table tennis,http://www.wikidata.org/entity/Q3930,,"RÚA ALFONSO VII, 31 2º",RÚA ALFONSO VII,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27030,Mondoñedo,http://www.wikidata.org/entity/Q840362,690147151,664087685,,2015-09-16
,,,,mountaineering,http://www.wikidata.org/entity/Q36908,,,,,,,,,,,,,,
,,,,futsal,http://www.wikidata.org/entity/Q171401,,,,,,,,,,,,,,
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
,,,,badminton,http://www.wikidata.org/entity/Q7291,,,,,,,,,,,,,,
C-12149,G27464569,CASTELO BIKE CLUB,CLUB DEPORTIVO,CICLISMO,,,"RUA VEIGUIÑA, 78",RUA VEIGUIÑA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27031,Monforte de Lemos,http://www.wikidata.org/entity/Q818341,629290495,629290495,,2014-12-16
C-02299,G32033763,A. D. CENTRO DE DEPORTES BARCO,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,AVENIDA CALABAGUEIROS,AVENIDA CALABAGUEIROS,32300,32,Ourense,http://www.wikidata.org/entity/Q95038,32009,O Barco de Valdeorras,http://www.wikidata.org/entity/Q1607428,988326250,667404330,,1989-10-18
C-12989,G27492396,ASOCIACION DEPORTIVA CULTURAL SIR LUGO,CLUB DEPORTIVO,mountaineering,http://www.wikidata.org/entity/Q36908,,"PRAZA BRETAÑA, 1",PRAZA BRETAÑA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27028,Lugo,http://www.wikidata.org/entity/Q11125,639338273,638312337,,2017-06-30
,,,,CICLISMO,http://www.wikidata.org/entity/Q2215841,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-13917,G70611991,CLUB TORRADO TREUS DEPORTES DE CONTACTO,CLUB DEPORTIVO,KICKBOXING E MUAYTHAI,,"GRECORROMANA, RING SPORT FULLCONTACT, THAI BOXING",RÚA PESQUEIRA 20 CABO DE CRUZ,RÚA PESQUEIRA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15011,Boiro,http://www.wikidata.org/entity/Q735282,606856898,606856898,,2020-02-11
,,,,LOITA E D.A.,,,,,,,,,,,,,,,
,,,,boxing,http://www.wikidata.org/entity/Q32112,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-13916,,NST RALLY,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,"AVDA DA CORUÑA 2, 3º MEICENDE",AVDA DA CORUÑA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15005,Arteixo,http://www.wikidata.org/entity/Q996161,619379217,619379217,,2020-02-10
C-00122,G15224751,C. ESGRIMA CORUÑA,CLUB DEPORTIVO,fencing,http://www.wikidata.org/entity/Q12100,,RUA CABALLEROS 7 1DCHA,RUA CABALLEROS,15006,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,981295253,981902402,,1983-12-14
C-13914,G32434375,ANDA A ESMORGA,CLUB DEPORTIVO,mountaineering,http://www.wikidata.org/entity/Q36908,SENDEIRISMO / ANDAINAS,"R/ RAMÓN PUGA, Nº31",R/ RAMÓN PUGA,,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,988006712,629392269,,2020-02-10
C-13911,G27248913,ASOCIACIÓN DE PESCADORES A SEIMEIRA,CLUB DEPORTIVO,PESCA E CASTING,,,RUA ROIS DE LA PEÑA 41 2null,RUA ROIS DE LA PEÑA,27100,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27018,A Fonsagrada,http://www.wikidata.org/entity/Q1465213,669747560,669747560,,2020-02-07
C-01906,G15218316,A. D. NÁUTICO DE NARÓN,CLUB DEPORTIVO,TRÍATLON E PENTATLÓN MODERNO,,SINCRONIZADA,"CARRETERA ESTRADA DA GÁNDARA, 148",CARRETERA ESTRADA DA GÁNDARA,15570,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15054,Narón,http://www.wikidata.org/entity/Q1368896,981389139,622294202,,1989-03-02
,,,,competitive swimming,http://www.wikidata.org/entity/Q31920,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-13910,G27516343,MAGIE DANCE,CLUB DEPORTIVO,dancesport,http://www.wikidata.org/entity/Q738622,,"AVENIDA DE MAGOI, 35 LOCAL 1",AVENIDA DE MAGOI,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27028,Lugo,http://www.wikidata.org/entity/Q11125,604087212,604087212,,2020-02-07
C-13909,G32506339,BOXEO VERÍN,CLUB DEPORTIVO,boxing,http://www.wikidata.org/entity/Q32112,,"R/ PONTE DO MELO, 20",R/ PONTE DO MELO,,32,Ourense,http://www.wikidata.org/entity/Q95038,32085,Verín,http://www.wikidata.org/entity/Q176504,641424957,641424957,,2020-02-07
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-13938,G94199262,CLUB DE ATLETISMO MORAÑA EN RUTA,CLUB DEPORTIVO,MOTOCICLISMO,,,"RÚA TRES, Nº 13",RÚA TRES,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36032,Moraña,http://www.wikidata.org/entity/Q1607494,616903892,,,2020-02-28
C-13928,,CLUB JO-VHEN SPORT PORRIÑO,CLUB DEPORTIVO,kung fu,http://www.wikidata.org/entity/Q208607,,"RÚA PÉREZ LEIROS, Nº 4, 4º P",RÚA PÉREZ LEIROS,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36039,O Porriño,http://www.wikidata.org/entity/Q1616392,674253845,,,2020-02-19
C-03683,G15392749,C. D. NANTON,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,LUGAR A PEDRA 17,LUGAR A PEDRA,15149,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15014,Cabana de Bergantiños,http://www.wikidata.org/entity/Q1368763,686040145,686040145,,1992-09-24
C-13912,G27516202,JUDO CLUB LUGOKAN,CLUB DEPORTIVO,JUDO E D.A.,,,RUA RUA DO VENTO 2 2ºnull,RUA RUA DO VENTO,27003,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27028,Lugo,http://www.wikidata.org/entity/Q11125,649555583,699415215,,2020-02-07
C-13947,G94199247,CLUB PIRAGÜISMO TUI,CLUB DEPORTIVO,rowing,http://www.wikidata.org/entity/Q159354,,"AVDA. OLÍMPICOS, LUGAR TENENCIA, S/N",AVDA. OLÍMPICOS,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36055,Tui,http://www.wikidata.org/entity/Q824122,679330181,,,2020-03-06
,,,,canoeing and kayaking,http://www.wikidata.org/entity/Q213934,,,,,,,,,,,,,,
C-13908,G70614003,ESCOLA DE COMBATE MA,CLUB DEPORTIVO,KICKBOXING E MUAYTHAI,,"TATAMI SPORT LIGHTCONTACT, RING SPORT FULLCONTACT",RUA Jose Villaverde Velo  1 1D,RUA Jose Villaverde Velo,15002,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,654597920,650511538,,2020-02-07
C-08812,G32347791,CLUB VESPA-LAMBRETTA CLÁSICA DE OURENSE,CLUB DEPORTIVO,MOTOCICLISMO,,,"R/ PURA Y DORA VÁZQUEZ, 6 - 1 A",R/ PURA Y DORA VÁZQUEZ,,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,6611557738,696496418,,2006-02-20
C-13907,G32316960,CLUB CICLISTA SAPOCONCHO,CLUB DEPORTIVO,CICLISMO,,"CARRETEIRA, BICICLETA MONTAÑA (BTT)","R/ MARTÍNEZ AVELLANOSA, 47 - 1º",R/ MARTÍNEZ AVELLANOSA,,32,Ourense,http://www.wikidata.org/entity/Q95038,32019,O Carballiño,http://www.wikidata.org/entity/Q1607558,617326253,617326253,,2020-02-06
C-01782,G15302136,O' PARRULO F.S.,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,FÚTBOL SALA,ESTRADA CATABOIS 401,ESTRADA CATABOIS,15405,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,981318653,981318653,,1989-01-25
C-13906,,TRAIL RUNNING GALEA SPORT,CLUB DEPORTIVO,mountaineering,http://www.wikidata.org/entity/Q36908,"SENDEIRISMO / ANDAINAS, CARREIRAS",RÚA GALEA 10 BAIXO,RÚA GALEA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15048,Miño,http://www.wikidata.org/entity/Q1616112,981784490,981784490,,2020-02-05
,,,,CICLISMO,http://www.wikidata.org/entity/Q2215841,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-00701,G15289309,A. D. LICEO DE ARTESANOS DE MONELOS,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RÚA JUAN NEIRA 6,RÚA JUAN NEIRA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,881924185,665695953,,1985-12-02
C-13924,G94199114,CLUB 2 POR 2 PADEL A GUARDA,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,"URBANIZACIÓN RIO MIÑO BLOQUE 6, ESCALERA 4, 1º B",URBANIZACIÓN RIO MIÑO BLOQUE,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36023,A Guarda,http://www.wikidata.org/entity/Q300433,670892627,,,2020-02-17
C-02890,G32132318,C. FLUVIAL O BARCO,CLUB DEPORTIVO,gymnastics,http://www.wikidata.org/entity/Q43450,,LUGAR HANGAR PIRAGÜISMO. E. M. CALABAGUEIROS,LUGAR HANGAR PIRAGÜISMO. E. M. CALABAGUEIROS,32300,32,Ourense,http://www.wikidata.org/entity/Q95038,32009,O Barco de Valdeorras,http://www.wikidata.org/entity/Q1607428,609389342,658390017,,1990-12-21
,,,,sailing,http://www.wikidata.org/entity/Q14085739,,,,,,,,,,,,,,
,,,,canoeing and kayaking,http://www.wikidata.org/entity/Q213934,,,,,,,,,,,,,,
,,,,competitive swimming,http://www.wikidata.org/entity/Q31920,,,,,,,,,,,,,,
X-12000,G94077054,ASOC RECREATIVA CICLISMO OIENSE,SECCIÓN DEPORTIVA,surfing,http://www.wikidata.org/entity/Q159992,,AVENIDA VISTA ALEGRE 167,AVENIDA VISTA ALEGRE,36794,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36036,Oia,http://www.wikidata.org/entity/Q1644565,662065171,,,2014-07-22
,,,,CICLISMO,http://www.wikidata.org/entity/Q2215841,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-12370,,ASOCIACIÓN DE SKATE DE PONTEVEDRA,CLUB DEPORTIVO,skating,http://www.wikidata.org/entity/Q14300548,SKATEBOARDING,"PRAZA DE BARCELOS, 27 - 7º B",PRAZA DE BARCELOS,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36038,Pontevedra,http://www.wikidata.org/entity/Q12411,619164004,,,2015-09-01
C-13904,,ORIENTACIÓN LICEO DE A CORUÑA,CLUB DEPORTIVO,orienteering,http://www.wikidata.org/entity/Q29358,,RÚA SEBASTIÁN MARTÍNEZ RISCO 12,RÚA SEBASTIÁN MARTÍNEZ RISCO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,617991112,617991112,,2020-02-05
C-13902,,ASOCIACIÓN DEPORTIVA CERR (ADECERR),CLUB DEPORTIVO,equestrian sport,http://www.wikidata.org/entity/Q902378,EQUITACION,LUGAR AIDO 16,LUGAR AIDO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15082,"Teo, A Coruña",http://www.wikidata.org/entity/Q1635642,615683890,615683890,,2020-02-04
C-13929,G94198876,ARDEAS FIT CLUB DE FITNESS,CLUB DEPORTIVO,gymnastics,http://www.wikidata.org/entity/Q43450,TAI CHI CHUAN,"RÚA SANTA CLARA, Nº 23",RÚA SANTA CLARA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36038,Pontevedra,http://www.wikidata.org/entity/Q12411,986841834,,,2020-02-19
,,,,weightlifting,http://www.wikidata.org/entity/Q83462,,,,,,,,,,,,,,
C-11523,G70365788,CLUB BTT OZACESURAS,CLUB DEPORTIVO,tennis,http://www.wikidata.org/entity/Q847,,"LOIS, 33",LOIS,15380,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15902,Oza-Cesuras,http://www.wikidata.org/entity/Q13423086,626169961,,,2013-03-11
,,,,skating,http://www.wikidata.org/entity/Q14300548,,,,,,,,,,,,,,
,,,,competitive swimming,http://www.wikidata.org/entity/Q31920,,,,,,,,,,,,,,
,,,,mountaineering,http://www.wikidata.org/entity/Q36908,,,,,,,,,,,,,,
,,,,CICLISMO,http://www.wikidata.org/entity/Q2215841,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
X-13923,,ASOCIACIÓN DE MARINEROS ARTESANALES Y DEPORTIVOS DE CANIDO Y CORUXO,SECCIÓN DEPORTIVA,PESCA E CASTING,,"MAR-COSTA, PESCA SUBMARINA","PORTO DE CANIDO - EDIFICIO LONXA, S/N",PORTO DE CANIDO - EDIFICIO LONXA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,607961117,607961117,,2020-02-17
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-12493,G32467557,CORREDORES DO MIÑO,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,"R/ EULOGIO GÓMEZ FRANQUEIRA, Nº19 BAIXO",R/ EULOGIO GÓMEZ FRANQUEIRA,,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,661942796,661942796,,2015-12-11
C-13370,G32494163,FISHON FISHING TEAM,CLUB DEPORTIVO,PESCA E CASTING,,,"LGAR. A DERRASA - SAN XOAN DE MOREIRAS, Nº65",LGAR. A DERRASA - SAN XOAN DE MOREIRAS,,32,Ourense,http://www.wikidata.org/entity/Q95038,32058,O Pereiro de Aguiar,http://www.wikidata.org/entity/Q1603774,617772059,617772059,,2018-09-26
C-10392,G32403917,PATINATOUR,CLUB DEPORTIVO,skating,http://www.wikidata.org/entity/Q14300548,,RUA Curros Enriquez 28 4null,RUA Curros Enriquez,32003,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,626755396,,https://patinatour.es,2010-02-22
C-13540,G70323837,ESCUDERÍA CORAUTO,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,RÚA EXTRAMUNDI DE ABAIXO 45,RÚA EXTRAMUNDI DE ABAIXO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15065,Padrón,http://www.wikidata.org/entity/Q500494,650137132,650137132,,2019-01-18
C-13899,G01735927,AINA KICKBOXING CLUB,CLUB DEPORTIVO,KICKBOXING E MUAYTHAI,,,"R/ VENDANOVA, Nº18",R/ VENDANOVA,,32,Ourense,http://www.wikidata.org/entity/Q95038,32002,Amoeiro,http://www.wikidata.org/entity/Q1627616,606631730,606631730,,2020-01-31
,,,,LOITA E D.A.,,,,,,,,,,,,,,,
,,,,karate,http://www.wikidata.org/entity/Q11419,,,,,,,,,,,,,,
,,,,boxing,http://www.wikidata.org/entity/Q32112,,,,,,,,,,,,,,
C-13942,G94195468,CLUB PETANCA CANGAS,CLUB DEPORTIVO,petanque,http://www.wikidata.org/entity/Q189317,,RUA HERBELLO A MADALENA 77,RUA HERBELLO A MADALENA,36940,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36008,Cangas,http://www.wikidata.org/entity/Q1628188,678324829,670356012,,2020-03-03
C-07764,G15891682,CLUB VOLEIBOL RIANXO,CLUB DEPORTIVO,VOLEIBOL,http://www.wikidata.org/entity/Q1734,,"RÚA IRMÁNS INSUA Nº1,4ºE",RÚA IRMÁNS INSUA,15920,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15072,Rianxo,http://www.wikidata.org/entity/Q835911,680355907,680355907,,2003-06-25
C-09318,G36555688,SOCIEDAD DEPORTIVA AS D'COPAS - A GUARDA,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"CONCEPCIÓN ARENAL, 34",CONCEPCIÓN ARENAL,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36023,A Guarda,http://www.wikidata.org/entity/Q300433,986610353,,,2007-05-14
C-13547,G94011046,A GUARDA HOCKEY LIÑA,CLUB DEPORTIVO,HOCKEY,,HOCKEY SOBRE PATÍNS,"CONCEPCIÓN ARENAL, 14-, 5ºD",CONCEPCIÓN ARENAL,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36023,A Guarda,http://www.wikidata.org/entity/Q300433,653222754,,,2019-01-23
,,,,skating,http://www.wikidata.org/entity/Q14300548,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-13557,G70555008,PRETORIAN ESCUELA DE LUCHA,CLUB DEPORTIVO,KICKBOXING E MUAYTHAI,,"LOITA SAMBO, JIU-JITSU",TRAVESÍA DE MEICENDE 216,TRAVESÍA DE MEICENDE,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15005,Arteixo,http://www.wikidata.org/entity/Q996161,722238790,695803767,,2019-01-29
,,,,LOITA E D.A.,,,,,,,,,,,,,,,
,,,,boxing,http://www.wikidata.org/entity/Q32112,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-01532,G15147309,AGRUPACIÓN DEPORTIVA EQUUS,CLUB DEPORTIVO,equestrian sport,http://www.wikidata.org/entity/Q902378,,"POLÍGONO DE POCOMACO. CALLE UNO Nº 12, 1º D",POLÍGONO DE POCOMACO. CALLE UNO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,981661863,629486674,,1988-05-11
,,,,golf,http://www.wikidata.org/entity/Q5377,,,,,,,,,,,,,,
C-03767,,S. DE CAZADORES VILA DE CRUCES,CLUB DEPORTIVO,CAZA,,,LUGAR LOCAL SOCIAL DE PENA BLANCA S/Nº,LUGAR LOCAL SOCIAL DE PENA BLANCA,36590,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36059,Vila de Cruces,http://www.wikidata.org/entity/Q1607479,699196285,,,1993-01-13
C-12154,G70437231,CERCEDA PÁDEL CLUB,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,"COMPLEXO DEPORTIVO O ROXO-O PIÑEIRO, S/N",COMPLEXO DEPORTIVO O ROXO-O PIÑEIRO,15185,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15024,Cerceda,http://www.wikidata.org/entity/Q1369070,616103660,659676157,,2014-12-16
,,,,tennis,http://www.wikidata.org/entity/Q847,,,,,,,,,,,,,,
,,,,squash,http://www.wikidata.org/entity/Q133201,,,,,,,,,,,,,,
C-03922,,C. POLID. SAN XERONIMO EMILIANI,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,"GALICIA, 23",GALICIA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36023,A Guarda,http://www.wikidata.org/entity/Q300433,986613719,,,1993-05-31
C-13941,G36823813,CLUB DE MONTAÑA MONTECEIBE,CLUB DEPORTIVO,mountaineering,http://www.wikidata.org/entity/Q36908,,"RÚA PI Y MARGALL, Nº 58",RÚA PI Y MARGALL,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,986229520,,,2020-03-03
C-11954,G94103330,VETERANOS MARÍN CLUB DE FÚTBOL,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,FINCA AREEIRO S/N - LOURIZÁN,FINCA AREEIRO,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36038,Pontevedra,http://www.wikidata.org/entity/Q12411,620656723,,,2014-06-05
C-12114,,CLUB REMEIROS DE VIGO,CLUB DEPORTIVO,sailing,http://www.wikidata.org/entity/Q14085739,,"RÚA CAMPOSANCOS, 460",RÚA CAMPOSANCOS,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,699808028,,,2014-11-17
,,,,rowing,http://www.wikidata.org/entity/Q159354,,,,,,,,,,,,,,
,,,,canoeing and kayaking,http://www.wikidata.org/entity/Q213934,,,,,,,,,,,,,,
,,,,powerboating,http://www.wikidata.org/entity/Q1545308,,,,,,,,,,,,,,
C-05019,,S.E DE CAZADORES VALDOVIÑO,CLUB DEPORTIVO,CAZA,,,BARREIRO S/N -- CRUCE DE ROBLES ( LAGO -29),BARREIRO,15551,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15087,Valdoviño,http://www.wikidata.org/entity/Q969030,620604928,620604928,,1996-04-26
X-13889,G15411416,ASOCIACIÓN DEPORTIVA-CULTURAL LIGA DE PEÑAS DA CORUÑA,SECCIÓN DEPORTIVA,association football,http://www.wikidata.org/entity/Q2736,FUTBOL SIETE,"RÚA ADELAIDA MURO 34, 1º",RÚA ADELAIDA MURO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,610429857,610429857,,2020-01-23
C-06888,,ASOCIACIÓN DEPORTIVA DE CAZADORES RIAS BAIXAS,CLUB DEPORTIVO,CAZA,,,"LA MODIA, 75 - VILARIÑO",LA MODIA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36006,Cambados,http://www.wikidata.org/entity/Q695477,986542233,,,2001-02-02
C-02159,G15286693,"C. OZA JUVENIL, S.D.",CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RUA CLAVELES 56 SEMISL.155,RUA CLAVELES,15008,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,981283189,620262812,,1989-06-07
C-13886,G32505018,OURENSE CYCLING CLUB,CLUB DEPORTIVO,CICLISMO,,,"MATEO DE PRADO, 10 - 6º A",MATEO DE PRADO,,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,667412292,667412292,,2020-01-21
C-06018,,C. ARBO FÚTBOL SALA,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"A GRANXA, Nº 42",A GRANXA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36001,Arbo,http://www.wikidata.org/entity/Q630031,617342562,,,1998-11-09
C-13885,G70608989,CLUB DE REMO AGUIÑO,CLUB DEPORTIVO,rowing,http://www.wikidata.org/entity/Q159354,,RÚA FONTE SECA 12,RÚA FONTE SECA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15073,Ribeira,http://www.wikidata.org/entity/Q904130,635838284,637759314,,2020-01-21
C-04008,G15419872,S.E CINEXETICA MUXIANA,CLUB DEPORTIVO,CAZA,,,"MEREXO, Nº 30",MEREXO,15124,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15052,Muxía,http://www.wikidata.org/entity/Q512940,616460822,617306684,,1993-07-31
C-00093,G15128671,UNION D. CARRAL,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RUA ALTO DO CASTRO,RUA ALTO DO CASTRO,15175,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15021,Carral,http://www.wikidata.org/entity/Q601352,609135525,609135525,,1983-11-30
C-01726,G32104408,ASOCIACIÓN CICLOTURISTA ORENSANA,CLUB DEPORTIVO,CICLISMO,,CICLOTURISMO,"RUA DO PISON, 11 - 13",RUA DO PISON,,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,606575303,,,1988-12-20
C-13551,G70579644,CLUB DE BAILE ZONA DANCE,CLUB DEPORTIVO,dancesport,http://www.wikidata.org/entity/Q738622,,RÚA SÁNCHEZ CALVIÑO 44 BAIXO,RÚA SÁNCHEZ CALVIÑO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,660659986,660659986,,2019-01-24
C-13883,G01731843,CLUB HÍPICO EQUO ALALMA,CLUB DEPORTIVO,equestrian sport,http://www.wikidata.org/entity/Q902378,,COVAS. PRIOR 224,COVAS. PRIOR,15594,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,660898980,660898980,,2020-01-20
