codigoEquipo,nombreEquipo
178320,LIFECOOL FUENCARRAL
178580,ZAFARRA FC
178810,PUMASA EAGLES F.C
181950,"CD CALDEIRO ""A"""
181043,"CD CALDEIRO ""A"""
182975,LEOPOLDO ALAS
181803,"CD CALDEIRO ""B"""
181638,"CD CALDEIRO ""A"""
181437,"CD CALDEIRO ""B"""
181632,REAL COLEGIO NUESTRA SE�ORA DE LORETO
182663,INTERGUINDALERA
182596,"INTER GUINDALERA ""B"""
181272,"SALESIANOS ATOCHA ""B"""
181226,IGANCIO ZULOAGA
181406,DEHESA DE LA VILLA
182485,NUESTRA SE�ORA DE LA VEGA
181884,CFMR LEPANTO
182519,CEIP JAIME VERA
181411,ADOLFO SU�REZ M.N A
183722,CEIP JAIME VERA
181113,NUESTRA SE�ORA DE LA VEGA
183857,CEIP FELIPE II
181554,CFMR LEPANTO
180872,DEHESA DE LA VILLA
180844,C.D.E MADRILE�O NORTE 
181825,NUESTRA SE�ORA DE LA VEGA
180844,C.D.E MADRILE�O NORTE
182892,ALAR� B
181914,IES MALALA YOUSAFZAI
182073,IES NUESTRA SE�ORA DE LA ALMUDENA
181578,IES NUESTRA SE�ORA DE LA ALMUDENA
180826,"IES PRINCIPE FELIPE M.N. ""A"""
181378,IGNACIO ZULOAGA
181557,NUESTRA SE�ORA DE LA VEGA
181206,DEHESA DE LA VILLA 
182541,IES PRINCIPE FELIPE MN B
181086,SALESIANOS ESTRECHO
183234,CARBALLO
183450,SPORTING DE SACONIA
180848,DEHESA DE LA VILLA
181861,IES NUESTRA SE�ORA DE LA ALMUDENA
183263,"IES ORTEGA Y GASSET ""A"""
181216,SANT�SIMO SACRAMENTO A
181371,SANT�SIMO SACRAMENTO B
183114,OE JUAN DE DIOS ROMAN B
182270,CD NORTE
183751,UNIFUTSAL PARACUELOS
180728,SANT�SIMO SACRAMENTO A
180977,SANT�SIMO SACRAMENTO B
181042,"LA INMACULADA DE  HORTALEZA ""A"""
183650,UNIFUTSAL PARACUELOS
183595,ESTUDIO LAS NACIONES
181360,"LA INMACULADA DE  HORTALEZA ""B"""
183172,R. TAGORE-A
181625,LA INMACULADA DE  HORTALEZA
178674,MISCO UNITED
182137,CD NEWMAN B
181333,VPM AMPA T.MOLINA NEGRO
181268,CD NEWMAN C
181497,CHV1995 ARGANZUELA
181551,CD ESCOLAPIAS CARABANCHEL
181920,C.D. DOSA
181621,SEK NARANJA
181949,MANZANARES VOLEY NARANJA
182038,VIRGEN DE ATOCHA
181057,NG MADRID
180753,N� SRA. DELICIAS
180866,CD.MADRID FSM VERDE
180765,CD NEWMAN B
180983,VPM AMPA T. MOLINA AMARILLO
181357,ALEVIN JOAQUIN COSTA BLANCO
181105,AFA JOAQUIN COSTA ROJO
181365,C.D.E LAS MINAS
180413,TERCER TIEMPO FC
180466,POWER AV TEAM
180330,CABALLEROS FC
183693,ICS
183779,CV ARANJUEZ
182174,CLUB VOLEIBOL VALDEMORO OMEGA
181848,IES MARQUES DE SUANZES
180700,SAD COLEG VALDELUZ B
180857,CLUB VOLEIBOL VALDETORRES
181435,ABV BOADILLA AZUL
181571,PLAZA CASTILLA TURQUEZA
182784,SALESIANOS ESTRECHO
180762,CEDEMAV JUVENIL FEMENINO
183873,IES LOPE DE VEGA
183737,STARS SPORT MADRID FUCSIA
180680,ABV BOADILLA AMARILLO
181203,ABV BOADILLA MARRON
181548,BFO-CHV1995
181909,COLEGIO �RULA
180741,SAD COLEGIO VALDELUZ
181077,SANTA MAR�A LA BLANCA A
181065,ABV BOADILLA VERDE
183847,CDE VALDESANFER
181301,ABV BOADILLA P�RPURA
181629,ALEGRA
177849,DEVIL HOOPERS
182463,C.D. LAS ROSAS
182291,GSD MORATALAZ
183413,COIN
182377,COLEGIO JOYFE
183841,ENSANCHE DE VALLECAS B
181428,GSD LAS SUERTES
181700,SENARA
182570,MADRID VILLA DE VALLECAS
180685,GREENWICH INFANTIL FEMENINO 
180685,GREENWICH INFANTIL FEMENINO
179025,SAN BLAS REDS
179211,LOS DRACUKEROS
179133,2KNUTOS
178484,CASABLANCA
178431,CRY TO THE UNDERGROUND
178582,ENVENENA2
179592,PLAYGROUND
178701,VIEJAS GLORIAS
179640,REX ETERNA
178535,TUMANJARU
179903,HORTALEZA 76ERS
180036,PIBONA DE ZAGREB
179030,VBA
179099,MACCABI DE LEVANTAR
179476,UNA DE AKI Y UNA DE ALLA
179183,VELILLA
179155,CHUNGAS V2.0
179948,BARRIO BILBAO
178866,IMPASIBLE
179344,SURESTE WARRIORS
178041,101 AEROTRANSFORMADA (BALONCESTO)
178354,LA MERCED
178121,AIRBALL
178870,LOS SOLFACHUZAS
180051,CLUB BALONCESTO SAN BLAS
179972,ADEF HEALTH&LIFE
180196,MAHOUDRILE�AS 
177911,SAINZ DE VICU�A
179110,SBC PANDAS
180049,CLUB BALONCESTO SAN BLAS A
178889,GUADALAJARA BASKET
180379,ENSANCHE DE VALLECAS C
177717,MADRID VILLA DE VALLECAS
182870,ATLETICO CHIBOI B
182956,"CHAMARTIN FC ""C"""
184262,D.C ACADEMY BOLIVIA
182872,ATLETICO CHIBOI C
182962,"CHAMARTIN FC ""D"""
182393,CD VILLA SAN ISIDRO
182865,ATLETICO CHIBOI B
182878,ATLETICO CHIBOI
182830,ATLETICO CHIBOI A
181828,PILARINES BLANCO
183975,SAFA MADRID
183979,SAFA TABOR�N
183977,SAFA OBER�N
183974,Safa SC
183980,SAFA PROMESAS
183347,CD LORETO MADRID D
181172,REAL PATIO CASTILLA F.S.
181907,A.D.C. FILIPENSES
182551,INTERGUINDALERA
182606,"INTER GUINDALERA ""C"""
182101,A.D.C. FILIPENSES
182047,A.D.C. FILIPENSES B
179901,SPORTING ARGANZUELA
179348,STARS SPORT GIRLS
180112,BARAJAS
179104,CD UNI�N EL PARQUE
179262,ADEF PINTXOS BAR
179702,CDE EL VALLE B
179637,DFLAT
179847,PILARISTAS
179260,ADEF CAPITALIS
179953,CDE AMET
179841,PUERTO DE VALLEKAS
179610,RECREATIVO DE JUERGA
182193,A.D.C. FILIPENSES
182048,COIN
182986,CLUB AGUIRRE B
181903,CD LORETO
182961,ESCUELA DEPORTIVA ADAE SIMANCAS C
181985,A.D.C. FILIPENSES
183007,ATHLETIC FUTSAL
182158,A.D.C. FILIPENSES
182587,INTERGUINDALERA
180891,TRILEMA SAFA
182995,MARISTAS CHAMBER� AMARILLO 
182580,SALESIANOS ESTRECHO
182469,C.B. PIZARRO CAMPUS �VILA
182602,KING'S COLLEGE 
181641,ARAVACA BASKET
182565,SALESIANOS ESTRECHO
182441,FUNDACI�N BALIA
181678,ESCUELA BARRIO DEL PILAR 
181204,EFBM FERNANDO MART�N B
183082,NS DOLORES
182090,SANTA MAR�A DE LOS AP�STOLES
183192,MAKO- SANTA RITA FUTSAL
182107,NAZARET-OPORTO B
182326,CASCO ANTIGUO CARABANCHEL
182142,SANTA MAR�A DE LOS AP�STOLES
182890,"EM ALUCHE FS ""Z"""
183221,KOBE
181572,SANTA MAR�A DEL BOSQUE
181855,SANTA MAR�A DE LOS AP�STOLES
183191,MAKO- SANTA RITA FUTSAL
183634,KOBE
183078,NS DOLORES
182376,CASCO ANTIGUO CARABANCHEL
184212,CEIP GARCILASO DE LA VEGA
184217,CEIP GONZALO DE BERCEO
184216,CEIP PUERTO RICO
184232,CEIP MESETA DE ORCASITAS
184223,CEIP PRADOLONGO
184234,CEIP JOSE CALVO SOTELO
184218,CEIP REP�BLICA DE VENEZUELA A
181943,PLAZA CASTILLA
182944,CLUB DEPORTIVO LAS TABLAS
180695,SANTA MAR�A LA BLANCA A
181240,SANTA MARIA LA BLANCA B
180787,MATER AZUL
180749,SAD COLEGIO VALDELUZ
181037,MATER BLANCO
182055,NATIVIDAD DE NTRA SRA
183895,A.D. BIRRAS Y ROSAS
182993,ARGANZUELA FUTSAL A
183391,DEPORTIVO PASAMONTE
183317,KODAK FC
183100,RECOMPENSA FC
182633,CLUB AGUIRRE
182304,COLEGIO CLARET
181594,REAL PATIO F.S.
182934,CLUB AGUSTINIANO FS
182713,CLUB AGUIRRE A
182985,ARGANZUELA FUTSAL D
181971,INTERGUINDALERA
182694,CLUB AGUIRRE
181913,"ESCUELA MUNICIPAL ""LA FUNDI"""
181660,IES �FORGES�
182499,ESTRELLA C.F.
184339,PATRIARCA OBISPO EIJO GARAY A
184340,PATRIARCA OBISPO EIJO GARAY B
184319,PATRIARCA OBISPO EIJO GARAY
180178,SIN AGOBIOS
180072,VALKIRIAS CF
179897,ADN DCA
178665,ASOCIACI�N ALACR�N 1997
180017,PAPRIKA FC
178727,R.S.C. Anderlecht
179693,"C.D. SPARTAC MANOTERAS ""B"""
179101,CF VALDEBEBAS FEM
180023,LA GAVIA FEMENINO C.F.
179917,UDIT FUTBOL 7 FEMENINO
177566,MINGUITO FC
184327,REPUBLICA DE VENEZUELA
183900,FUTSALA VILLAVERDE
183057,"C.D. CIUDAD DE LOS �NGELES ""A"""
183466,COLEGIO BARCELONA CDCA
183062,"C.D. CIUDAD DE LOS �NGELES ""B"""
183870,AMPA AUSIAS MARCH
183064,C.D. CIUDAD DE LOS �NGELES
183985,COLEGIO EUROPA
181512,COLEGIO SANTA MAR�A MADRID
183983,COLEGIO EUROPA
183451,RACING VILLAVERDE A
183986,COLEGIO EUROPA
180799,CLUB AGUIRRE A
180831,CHV1995 ARGANZUELA
180641,CD.MADRID FSM
180975,SALESIANOS P� EXTREMADURA
181313,MANZANARES VOLEY NARANJA
183422,IES A.F. FORGES VPM
182813,CD LOURDES BLANCO MBC ALE MIX
183527,ALCALDE DE MOSTOLES
182100,REVOLUTION PARQUE ALUCHE
180825,CEIP PORTUGAL ROJO
183552,CEIP HERNAN CORTES BLANCO
182854,CD LOURDES NEGRO MBC ALE MIX
181069,BASKET CLUB BOADILLA
183790,EL CARMELO TERESIANO OBA
180935,AGORA MADRID
183525,"BARTOLOME COSSIO ""A"""
182845,CLUB SALESIANOS SAN MIGUEL ARCANGEL
182952,CDE ESCOLAPIOS ALUCHE A
181730,REVOLUTION ALUCHE
179218, GAVILANES CBC
177870,AA.AA. SALESIANOS PASEO
178296,BASKET CLUB BOADILLA
178342,EL FARY VIVE 3.2
177834,REAL BARRIL
179368,LUCERO ALL STARS
177756,BIRRAVERDE OE
179315,POLLITOS TEAM
178146,MVG
179242,CB LOS RETALES
179080,BOOMSHAKALAKA
178594,CARIBE
179973,LA FAMILIA MONSTER
179272,FORUM POWER
179978,CATHOLIC JUMP
179375,LA CARCEL
179979,LOBITOS DE DOSA
179898,L�MUR ZITY
179753,OLD STARS
178734,6 PM
179372,SIL BASKET
177890,CBC BASKET
179470,MARQUES DE VADILLO
177664,VIKING ROCK BASKET
178447,GREEN PANTHERS
179432,REVOLUTION ALUCHE
178560,A.D.GAYO
178990,STM
178557,PIRATAS RMC
180409,ADC SAN FERM�N
180179,ZONA III
179965,CD ESCOLAPIAS CARABANCHEL
180165,LA MAFIA DEL BAL�N
178397,LAS MOCHAS
179054,FOREVER YOUNG
179563,CB PERALES
180174,ESKOMBRERAS
179603,BBT2+
179090,UTURBU
179161,A2T SEGUNDO TIEMPO
180184,SALESIANAS MAR�A REINA
180228,CDE ESCOLAPIOS ALUCHE
180594,GAUDEM MASC 2014
180595,GAUDEM MASC 2015
181058,MONTESSORI
181940,CD NORTE B 
180687,LA TORRE DE HORTALEZA
181677,CORTES DE C�DIZ 6� AZUL
181028,GARCILASO DE LA VEGA BLANCO DO 
183455,MEN�NDEZ PELAYO
181008,CEIP SAN ISIDORO
182387,CDEBSMV BENJAM�N
181391,RC SANTA ISABEL B
182462,C. D LAS NIEVES
182983,"CHAMARTIN FC ""E"""
182524,SIN FRONTERAS
182272,ARCANGEL A
183531,TAJAMAR A
183581,SANTO DOMINGO
184063,IES FRANCISCO AYALA
182949,C.F. VIDA SANA
183585,MAKO FUTSAL
183081,NS DOLORES
182873,"EM ALUCHE FS ""X"""
182000,REVOLUTION ALUCHE B
182673,VILLA DE LEGANES - DECA
183345,CD OROQUIETA ESPINILLO NEGRO
182790,CD LOURDES VERDE BC INF MAS
182391,ARGANZUELA CENTRO
182479,ARGANZUELA CENTRO ROJO
182316,LA DEHESA
180827,New England Revolution
182066,AMIDECU CAD FEM
182751,CD LOURDES NEGRO BC CAD MAS
182735,CDB SPORTING LAS �GUILAS
182812,SANTA GEMA
183939,EMPD MONTSERRAT
183937,EMPD EL ESPINILLO �A�
183938,EMPD LOS ROSALES
183936,EMPD. MADRID BASE MAS.
183941,EMPD JUAN CIERVA �B�
183942,EMPD MADRID BASE TEC.
178267,GRUPO DE VARIEDADES
179088,HERBOLARIAS C.F
179046,MANUEL SAINZ DE VICU�A 
179156,ADEF ASIOKA
180217,BAKU MALTA
178695,ASOCIACI�N ALACR�N 1997
179153,ADEF LA PERLA
177525,C.D.E LAS MINAS
178046,CANILLEJAS CF - LA COMUNA
179202,CD OROQUIETA ESPINILLO
179187,TERCER TIEMPO 
177896,EUROPA - CDE LAS MINAS FEMENINO
179319,SAINZ DE VICU�A
180164,REAL MAR�A CF
179533,PESAUMETANOS
180008,PERUANOSFC
180177,MEJIYOUNS
177938,LOS GALLOS
179418,LA VIDA EN ROSA FLORISTER�A  NVMC F.S
179718,JAGUARES ARQ
180173,EL BLOQUE FC
180084,AL-LOCAL 
180163,ZUMO DE CEBADA
179515,UD LIATRANCAS
180084,AL-LOCAL
179962,CERVECEROS
179305,BELCEB�S FC
179521,BORRACHESTER UNITED
180231,VENEZIA BOYS
179072,COBREROS FS
178893,GIRUGIRUPOLI F.C
179927,MACEDONIA FS
180018,SOLITARIOS FC
178259,LA PLAZA C.F.
179657,NEWELLS F.S.
180265,SOULAPIPA C.D.F
180260,IS�TOPOS DE VILLAVERDE
180266,TEGNIBOX CS
180268,WEEDCOUSINS FC
180259,INAFUMA Y BEBEN
180258,BARRY TEAM
180257,4M DRINK TEAM
180262,OLD TEAM C.F
180267,U.D. MASPALOMAS
180264,SEMIBUENOS
180261,JARRA Y PEDAL FC
180263,RECREATIVO SAN FERMIN
182540,CD DOSA 'B'
183776,ESCUELAS INTER ESCLAVAS-CHAMBER� CIRCULO
182511,SAN CRISTOBAL A
182440,MARISTAS CHAMBER� BLANCO
183777,ESCUELAS INTER ESCLAVAS-CHAMBER� CUADRADO
182546,MARISTAS CHAMBER� ROJO
183421,COLEGIO NICOLI B
182026,FERNANDO EL CATOLICO
182334,RUFINO BLANCO B
181503,COLEGIO FEM
182697,ESCUELAS INTER ESCLAVAS-CHAMBER�
181408,PREBENJAMIN NEGRO
182576,CLAUDIO MOYANO
181997,YERMO A
181775,RUFINO BLANCO
183774,ESCUELAS INTER ESCLAVAS-CHAMBER� CIRCULO
182122,RUFINO BLANCO A
182197,CLAUDIO MOYANO
181830,YERMO A
181311,BLANCA DE CASTILLA
180796,ISABEL LA CAT�LICA VI
179257,LA DEHESA A
179683,DISTRITO 22
180201,SALIDA DE EMERGENCIA
180086,SUPERNENAS
180081,�LTIMO TERCIO
179590,SPARKS
178839,B.T.C
179423,REVOLUTION ALUCHE
179413,Amazonas Futebol Clube
178988,PRETTY BOYS
178899,MAHOUZCAMPO FC
180169,LOBO FS
180124,HERMANOS CARABANCHEL 2.0
178220,GALLOSLAVOS
183051,CDE PARQUE ROMA
184141,BREWSTER BOBCATS
182307,AMPA CIUDAD DE ROMA
181290,ESCUELAS AGUIRRE A
181420,ESCUELAS AGUIRRE B
183456,FUHEM MONTSERRAT
183741,CEIP LA RIOJA BENJAM�N
183445,CASTILLA DEL POZO
179644,FUDRITOS FC
179335,EL ENGORILE
180344,PICHURR�N FS
179734,REGGAE NIGHTS V2.0
178434,UD LA COSTA
178894,PICADILY CIRCUS C.F.
178304,NAIF
180211,FUHEM MONTSERRAT
180013,MAGOS DE ORIENTE
179639,CON OCHO BASTA
179961,TITUH TEAM
180365,SIN PELPA CA
180404,BLANCA DE CASTILLA 
180345,CHARO FC
179298,Costa Rica Esporte Clube
181773,PLACIDO DOMINGO A
181409,AFA TIRSO MOLINA B
182082,AFA JOAQUIN COSTA B
182199,"ESCUELA MUNICIPAL ""LA FUNDI"""
182672,STA. ISABEL-ASUNCI�N
182131,SAN SATURIO A
181806,N� SRA. DELICIAS
181286,AFA TIRSO MOLINA A
182273,SAN SATURIO B
180987,A.FUTSAL A
181968,PLACIDO DOMINGO
181918,SAN SATURIO A
182768,LA SALLE LA PALOMA A
181516,SAN SATURIO B
184021,PLATA Y CASTA�AR
182635,TRONCHITAS F.C.
181434,MACHOS ALFA
180927,LOS QW
183840,BRIGADAS
181271,A.FUTSAL B
179735,ADC SAN FERMIN
177707,AS ROMAN�A
180083,ATL�TICO ARGANZUELA B
179386,PALESTINA LIBRE
178876,TIRSO STARS
179756,PINGO FUTSAL
179620,CALCE TEAM
177613,SPORTING ARGANZUELA
179765,GALAXY PANTHER
179389,RAYO MOWETO
178829,DEPORTIVO ARGANZUELA
177900,FUT SAPOS
177670,ATL�TICO ARGANZUELA
177957,CABALLO FC
177879,CD OSAKA 1985
178164,MAD SUR
177889,ZOO ARGANZUELA
177811,PALASIPHOS F.S.
177736,FGC
178120,UD LOS PUERTOS
178694,RAYO ARGANZUELA FC
177913,LUMIERE FC
178162,INAFUMA YBEBEN
178106,LA VAGONETA
179068,ANTIRAYOS F.C.
178272,LOS MELONES
178585,LEGENDARIOS FS
179086,INTER ARGANZUELA F.S
177951,FERNANDO POO
179065,DEPORTIVO MALIBU
179290,PUNKOS FUTSAL
178273,MISSISSIPI F.C
177579,RACING CATOLICOS EN ACCI�N
179297,PECHETINGS FC
177611,VAPER DE MUNICH
177535,GRAN CAPITAN AMIDECU
179304,LAS COCOS
178004,BOCADITOSDULCES.COM
178033,CB VALLECAS
177806,LAS CHICAS DEL ARO
178465,PROYECTO DARWIN
179442,KOWS BC
178592,MAD FLOWERS
178105,PANATHIMANKOS
178654,ARTIC YONKIS
178032,THE MOLOCHOFFF COCKTAIL
182571,CDE VIC�LVARO BALONCESTO
182278,CLUB AGUIRRE
181421,IES MIGUEL DELIBES
181048,RC SANTA ISABEL
183030,CDE BALONCESTO DOS M�S UNO
184138,SAN VIATOR
181603,HASTINGS SCHOOL
178891,PER C.B.
183820,ENRIQUETA AYMER SSCC A
183655,AV COMILLAS FS
182436,CASCO ANTIGUO SALESIANOS CARABANCHEL
183899,IES FRANCISCO AYALA
184110,SAN MIGUEL MASADA
182419,COLEGIO LA MILAGROSA
183657,AV PRADERA TERCIO TEROL
181417,LAS NIEVES
181542,EF CHA B
181164,ESCUELA HORTALEZA B
180766,KCS LA MORALEJA SPORTS CLUB
180705,L.S. AMARILLO
180723,AULA C.F. - BREZO OSUNA
181372,CEU SANCHINARRO C
180635,L.S.NARANJA
178049,REVENTADOS
177978,ULTRAS PINAR F.C.
177650,Gal�ctico Pegaso
177580,PAICHON CLUB
177929,MOTOR CARRERA
177586,LOS TIPOS FC
177680,FLORENTINEZA SA
178539,DUFOS
177673,RENTAMAZO F.C.
178520,PENAS FC
177667,HORTALEZA ELEVEN FC
178051,RACERDOS
182170,DRAGONES DE LAVAPIES B
181506,SEK SANTA ISABEL
182210,CD RETIRO AS  B
182050,"OLMOS MIZAR ""D"""
182532,KING'S COLLEGE 
181924,"OLMOS MIZAR ""B"""
182279,DRAGONES DE LAVAPIES C
177804,DOMINOS PISTONS
178013,ESTOICOS
177955,SIN COMPROMISO ACTIUM
177705,PUERT 8
182886,KENSINGTON SCHOOL 1
183083,DOLORES DRAGONS
182143,KENSINGTON SCHOOL
183645,LOS ANGELES
182255,BJC
182379,FUNDACI�N BALIA
182855,VILLA DE LEGANES
181736,BJC C
181483,HA BASKET SESI
183087,DOLORES DRAGONS
183526,"BARTOLOME COSSIO ""B"""
183272,CDE  BALONCESTO LUCERO
182430,FUNDACI�N BALIA
178309,TRASVOLEY
179107,LICEO SOROLLA PRODET
179131,HUARTE
178509,CVLEGAN�S A
177909,CV LEGAN�S B
177772,PUNTO PELOTA
178710,VOLTIAS VINTAGE
180031,BPC BLACK RAINBOW
177808,EDM. FRANCISCO FERN�NDEZ OCHOA
179859,ESPARTANAS
180012,DPT - FEMENINO
180082,ARGANBLOCK
179938,GMS CHI
179942,GMS RHO-XI
177821,VP MADRID NEGRO
178563,STARS SPORT A
182370,A.D. ESCUDER
183426,FEFC SANTA CATALINA
182363,SAGRADO CORAZ�N ROSALES BLANCO
181410,BEATA MAR�A ANA DE JES�S
183425,FEFC SANTA CATALINA
180663,PINTOR ROSALES
183605,CHANGOS
181340,ALDEAFUENTE A
181667,CD.MADRID FSM
181398,LA TORRE DE HORTALEZA AZUL
180577,SAN PEDRO A
180584,GAUDEM BENJAM�N FEMENINO
180573,SAN PEDRO FEM A
180562,SAN PEDRO A
180563,SAN PEDRO B
180561,SAN PEDRO FEM
183385,M� VIRGEN
183428,FEFC SANTA CATALINA B
182358,FEFC SANTA CATALINA A
183506,FEFC SANTA CATALINA B
182692,A.D. ESCUDER
183302,"MANUEL FRAGA  ""A"""
183429,FEFC SANTA CATALINA A
183505,FEFC SANTA CATALINA
183072,COLEGIO ALTAIR
183390,SANRA GRANATE
180986,PILARISTAS C
180791,VOLEY VALDEBEBAS
180989,SAN AGUSTIN BLANCO
183486,HIGHLANDS EL ENCINAR D
183485,HIGHLANDS EL ENCINAR C
181089,PILARISTAS D
180838,SAN AGUSTIN ROJO
183754,RECUERDO 4 NARANJA
183533,SAN AGUSTIN ROJO
180699,PADRE MANYANET ROJO
183500,RUFINO BLANCO
180964,SAN JUAN GARCIA
181082,AMIDECU 12 INF ROJO
181253,CEBADA AMIDECU INF ROJO
180856,AMIDECU 13 INF AZUL
180859,BEATA MAR�A ANA DE JES�S
181994,CLUB AGUIRRE B
181139,SCUOLA SOI 1
181419,REAL COLEGIO N� SRA. LORETO
182683,PRADO B
182112,KIKITOS B
181546,RAMIRO DE MAEZTU
181559,HIGHLANDS B
182558,LICEO SOROLLA PRODET
181713,FUNDACI�N BALIA
181996,CDE PORTUGAL
181876,REVOLUTION ALUCHE A
182554,ARGANZUELA CENTRO BLANCO
182852,CLUB SALESIANOS SAN MIGUEL ARCANGEL
182776,CD LOURDES NEGRO BC INF MAS
182834,IES GRAN CAPIT�N
181863,ASM LANCERS
181130,HA BASKET
182238,REVOLUTION ARENALES
181582,New England Revolution
182919,"CHAMARTIN FC ""E"""
182924,"CHAMARTIN FC ""F"""
181788,"HIGHLANDS EL ENCINAR ""B"""
181887,"HIGHLANDS EL ENCINAR ""C"""
181881,LA MERCED 2
182600,SILVANO FC
183563,PINTOR ROSALES
181784,LA MERCED 
181202,CEU SANCHINARRO B
182889,"CHAMART�N ""D"""
181816,SILVANO FC
181929,EF CHA 
182414,ESCUELA C.B. MORATALAZ
182303,CDE VIC�LVARO BALONCESTO
182351,STELLA MARIS
182481,MADRID VILLA DE VALLECAS
182746,COLEGIO MIRASIERRA
184162,MARIA RODRIGO. ENSANCHE VK C
182520,CLUB AGUIRRE
180660,SENARA
182955,CDE ESCOLAPIOS ALUCHE B
182267,REVOLUTION B
178249,BALONCESTO SIN FRONTERAS OLDS
182236,"ESCUELA MUNICIPAL ""LA FUNDI"
181627,N� SRA. DELICIAS
181307,AFA MIGUEL DE UNAMUNO
183004,ARGANZUELA FUTSAL B
181257,CDR LA PALOMA
177550,OLMOS RENACIDO
184304,LUIS CERNUDA
184303,JOSE ORTEGA Y GASSET
183775,ESCUELAS INTER ESCLAVAS-CHAMBER� CUADRADO
183675,SAN CRISTOBAL
181900,CLAUDIO MOYANO
180642,ISABEL LA CAT�LICA V
180897,"MARISTAS CHAMBER� ""AMARILLO"""
182297,NTRA SE�ORA DEL PILAR SALESIANAS
183940,EMPD EL GRECO
180591,GAUDEM 2015
179685,BLACK PANTHERS
183949,MENESIANO AZUL
183950,MENESIANO BLANCO
181538,SAN JOSE DEL PARQUE
180581,SAN PEDRO FEM B
181288,MOVISTAR ESTUDIANTES ALFREDO DI STEFANO AZUL 03/27
181245,IES A.F. FORGES VPM
181412,CLUB AGUIRRE A
183405,CLUB AGUIRRE C
181148,J CIERVA AMIDECU INF AZUL
181840,SCUOLA SOI 2
183669,VOLEY PERALES INF FEM
181732,SEK AZUL
181255,ARC�NGEL INTERNATIONAL SCHOOL
182017,CDEBSMV INFANTIL
181156,REAL CANOE DAOIZ Y VELARDE
183055,MARISTAS CHAMBER� 
181521,RC SANTA ISABEL 
182787,CLUB AGUIRRE
181400,"OLMOS MIZAR ""C"""
180645,SEK SANTA ISABEL
182925,PRADO E
181060,"OLMOS MIZAR ""A"""
181754,DRAGONES DE LAVAPI�S D
181243,CD RETIRO AS A
182406,ORCASUR SIN FRONTERAS .
181566,CD RETIRO AS B
178116,AA CIC
179727,LEGGENDELICEO
179498,ATL�TICO MANCHEGO 
177682,C.D.E MADRILE�O NORTE
179645,EL PATIO FC
179820,GASTONES
178997,A.D.C. FILIPENSES
180171,BALONCESTO PARACUELLOS
177899,BASKETEMATAS
179826,GOLFOS CELTICS
180355,ALEATORIO
179325,PARK AVENIU
177930,COIN
177688,SUPER COLEGAS DEL INFIERNO
177598,OS CORA�AOS DA TUTTA FRUTTA
180010,COLEGIO CLARET MADRID
180122,ESTRELLA COJA
178085,LAS  VENTAS BULLS
180381,CHACHIMBEROS
183022,CDE BALONCESTO DOS M�S UNO
181521,RC SANTA ISABEL
180840,ABV BOADILLA ROJO
182233,COLEGIO ESTUDIANTES LAS TABLAS B
180996,EDUCANPLAY
181552,FUENLLANA
183846,SALESIANOS ESTRECHO
180830,SAD COLEGIO VALDELUZ A
181002,ABV BOADILLA VERDE
180785,ESTUDIO AZUL
180683,ABV BOADILLA NARANJA
183946,EMPD JUAN CIERVA �A�
183944,EMPD PUERTO RICO
183945,EMPD EL ESPINILLO �B�
183943,EMPD. CRISTOBAL COLON
183934,EMPD MADRID BASE FEM
183947,EMPD CIUDAD JAEN
183935,EMPD JUAN CIERVA �C�
179292,CDV OLD BOYS
179873,BAJO MUNDO FC
179668,BARCARRO�A CF
178792,BOURNEMAHOU F�TBOL CLUB
179773,BUTAN FC
178626,ALIANZE
179611,LOS CHAVALES F.C
179360,PARLAMENTO FC
179711,RACING 038
179760,HOY FC
177640,MS FC
178154,Teikoku
177685,CANGREBARBAROS FC
178128,AJAX AMSTELDAMM C.F
178826,BORUSSIA D�R�M 
178172,TIPIS FC
179096,CELTA DE VINO FC
178749,EAGLES
177886,GODFATHER FC
179095,INTER VALLEKANO
179125,MANCHESTER PITI
178288,G.D. BALOMPIE
178687,TAKICARDIAS FC.
178826,BORUSSIA D�R�M
178749,EAGLES 
182706,MARGARET THATCHER ALAR� A
182748,GUADALAJARA ALAR� A
182759,GUADALAJARA ALAR� B
182771,GUADALAJARA ALAR� C
177551,CANCHITAS FC
177636,MAKATUSSIN FC
177602,MORATIN FC
177529,QUIMICEFA
177786,SCHALKE TEMETO
177891,LA GRAN PIRAMIDE
178000,LA ROJA
177584,RECAS
177631,CONSEJO FC
177660,LUCKY STRIKES FC
177831,BICTORIA
180864,TEAM RUNNYMEDE
181853,TEAM RUNNYMEDE
184328,JORGE MANRIQUE
184345,JORGE MANRIQUE
181797,CD CIUDAD DE LOS MUCHACHOS
184690,IES VALLECAS MAGERIT
182974,CEIP ANGEL NIETO ART&MA�AS
183246,TAJAMAR A
183249,TAJAMAR B
183085,VIRGEN DEL CERRO BENJAM�N A
182835,ADAE SIMANCAS
182253,"COLLEGE SPORT - ARS ""A"""
184101,COLEGIO TORREVILANO
183257,JUVENTUD VALLEKAS
183278,SANTO DOMINGO B
182466,SENARA
182539,SAN BLAS BASKET 
182508,AMPA SAINZ DE VICU�A
182539,SAN BLAS BASKET
182492,AMPA SAINZ DE VICU�A
182254,CD EL VALLE
